Deepfake Detection Results
================================================================================

[1/3000]                        136.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2633 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0026/136.png
[19/3000]                        108.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7061 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0039/108.png
[20/3000]                        087.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6346 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0012/087.png
[21/3000]                        106.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6378 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0020/106.png
[22/3000]                        183.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6404 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0014/183.png
[23/3000]                        081.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2338 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0033/081.png
[24/3000]                        298.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5746 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0018/298.png
[25/3000]                        175.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9159 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0005/175.png
[26/3000]                        144.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9864 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0013_fake/144.png
[27/3000]                        000.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1629 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0016/000.png
[28/3000]                        265.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9514 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0030_fake/265.png
[29/3000]                        265.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7678 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0009/265.png
[30/3000]                        199.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7575 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0008/199.png
[31/3000]                        147.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4312 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0011/147.png
[32/3000]                        074.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9420 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0021_fake/074.png
[33/3000]                        028.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3406 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0003/028.png
[34/3000]                        396.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9813 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0041_fake/396.png
[35/3000]                        161.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6871 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0018/161.png
[36/3000]                        000.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8539 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0044_fake/000.png
[37/3000]                        685.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9747 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0046_fake/685.png
[38/3000]                        130.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4106 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0024/130.png
[39/3000]                        133.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9602 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0031_fake/133.png
[40/3000]                        000.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3255 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0006/000.png
[41/3000]                        298.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9875 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0018_fake/298.png
[42/3000]                        292.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3930 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0010/292.png
[43/3000]                        064.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7657 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0036/064.png
[44/3000]                        174.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4633 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0008/174.png
[45/3000]                        267.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1953 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0011/267.png
[46/3000]                        087.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9909 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0018_fake/087.png
[47/3000]                        092.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0869 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0007/092.png
[48/3000]                        084.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3205 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0000/084.png
[49/3000]                        000.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1711 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0030_fake/000.png
[50/3000]                        018.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4133 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0039/018.png
[51/3000]                        247.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9033 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0030_fake/247.png
[52/3000]                        052.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9880 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0003_fake/052.png
[53/3000]                        053.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4720 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0006/053.png
[54/3000]                        019.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9833 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0014_fake/019.png
[55/3000]                        220.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1181 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0023/220.png
[56/3000]                        289.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9844 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0045_fake/289.png
[57/3000]                        198.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9785 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0023_fake/198.png
[58/3000]                        183.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9828 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0008_fake/183.png
[59/3000]                        234.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2755 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0000/234.png
[60/3000]                        114.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4918 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0034/114.png
[61/3000]                        099.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9590 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0022_fake/099.png
[62/3000]                        036.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9698 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0017_fake/036.png
[63/3000]                        009.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4913 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0021/009.png
[64/3000]                        678.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4677 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0043_fake/678.png
[65/3000]                        135.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9833 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0021_fake/135.png
[66/3000]                        074.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6241 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0020/074.png
[67/3000]                        009.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9207 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0025/009.png
[68/3000]                        443.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1939 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0046/443.png
[69/3000]                        081.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9920 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0004_fake/081.png
[70/3000]                        000.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9641 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0021_fake/000.png
[71/3000]                        013.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9788 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0014_fake/013.png
[72/3000]                        438.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9833 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0048_fake/438.png
[73/3000]                        069.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9695 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0037_fake/069.png
[74/3000]                        206.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9892 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0000_fake/206.png
[75/3000]                        317.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6804 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0045/317.png
[76/3000]                        065.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9853 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0000_fake/065.png
[77/3000]                        043.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7186 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0010/043.png
[78/3000]                        208.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3292 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0008/208.png
[79/3000]                        190.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9867 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0010_fake/190.png
[80/3000]                        085.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9865 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0042_fake/085.png
[81/3000]                        063.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9904 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0004_fake/063.png
[82/3000]                        078.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9798 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0014_fake/078.png
[83/3000]                        374.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9785 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0011_fake/374.png
[84/3000]                        000.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7219 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0020/000.png
[85/3000]                        199.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3430 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0046/199.png
[86/3000]                        039.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6317 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0005/039.png
[87/3000]                        085.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5399 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0032/085.png
[88/3000]                        811.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2607 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0044/811.png
[89/3000]                        237.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9932 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0009_fake/237.png
[90/3000]                        730.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9833 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0048_fake/730.png
[91/3000]                        164.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9114 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0030_fake/164.png
[92/3000]                        044.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9811 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0023_fake/044.png
[93/3000]                        256.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9920 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0009_fake/256.png
[94/3000]                        064.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9860 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0036_fake/064.png
[95/3000]                        055.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7235 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0029_fake/055.png
[96/3000]                        049.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9821 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0034_fake/049.png
[97/3000]                        099.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4621 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0027/099.png
[98/3000]                        003.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9741 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0039_fake/003.png
[99/3000]                        080.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9878 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0028_fake/080.png
[100/3000]                        187.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9842 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0000_fake/187.png
[101/3000]                        083.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9467 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0017_fake/083.png
[102/3000]                        111.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6742 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0006/111.png
[103/3000]                        139.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8972 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0025/139.png
[104/3000]                        213.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9763 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0023_fake/213.png
[105/3000]                        070.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6906 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0029_fake/070.png
[106/3000]                        024.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9123 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0025/024.png
[107/3000]                        266.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3351 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0022/266.png
[108/3000]                        087.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4268 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0018/087.png
[109/3000]                        034.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9615 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0037_fake/034.png
[110/3000]                        210.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9635 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0022_fake/210.png
[111/3000]                        084.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6075 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0028/084.png
[112/3000]                        058.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2079 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0031/058.png
[113/3000]                        049.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2695 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0008/049.png
[114/3000]                        205.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9802 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0010_fake/205.png
[115/3000]                        537.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5511 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0047/537.png
[116/3000]                        100.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3382 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0030/100.png
[117/3000]                        121.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9698 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0021_fake/121.png
[118/3000]                        053.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9648 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0031_fake/053.png
[119/3000]                        010.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1695 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0017/010.png
[120/3000]                        010.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9933 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0020_fake/010.png
[121/3000]                        088.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9914 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0019_fake/088.png
[122/3000]                        264.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9769 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0041_fake/264.png
[123/3000]                        116.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5048 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0048/116.png
[124/3000]                        108.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9403 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0017_fake/108.png
[125/3000]                        767.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8760 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0042/767.png
[126/3000]                        051.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9851 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0038_fake/051.png
[127/3000]                        486.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9807 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0046_fake/486.png
[128/3000]                        150.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4601 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0029/150.png
[129/3000]                        135.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4117 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0029/135.png
[130/3000]                        108.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4657 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0013/108.png
[131/3000]                        116.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9767 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/fake/frames/0021_fake/116.png
[132/3000]                        466.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2251 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0046/466.png
[133/3000]                        159.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6724 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0040/159.png
[134/3000]                        020.png | True: REAL | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7151 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0037/020.png
[135/3000]                        284.png | True: REAL | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3775 | Path: /Volumes/Crucial/Large_Downloads/AI/DFB_rgb/UADFV/real/frames/0030/284.png
